Bug ID,Bigrams
1742957,"['org junit', 'info org', 'junit rules', 'com parsed', 'info e']"
1677875,"['assert assert', 'junit assert', 'junit rules', 'runners model', 'test assert']"
1703696,"['start org', 'com parsed', 'runs artifacts', 'task runs', 'saved app']"
1742034,"['rule task', 'rule lambda', 'rule run', 'loop task', 'assert assert']"
1747002,"['reflect method', 'method invoke', 'method run', 'api queue', 'looper loop']"
1682588,"['rule lambda', 'public logs', 'test rule', 'java lang', 'input task']"
1720416,"['parsed log', 'lang reflect', 'lambda evaluate', 'os looper', 'looper loop']"
1686762,"['ci services', 'class org', 'id repo', 'log ci', 'current info']"
1714973,"['fill auto', 'auto fill', 'list null', 'egl emulation', 'emulation egl']"
1742060,"['info took', 'lang reflect', 'com api', 'status code', 'assume assume']"
1677152,"['services mozilla', 'mozilla com', 'org mozilla', 'status stream', 'stream task']"
1718734,"['android app', 'job id', 'method invoke', 'reflect method', 'method run']"
1738019,"['test start', 'start org', 'info took', 'info test', 'test info']"
1739966,"['assert assert', 'test assert', 'artifacts public', 'composing text', 'test expected']"
1702174,"['log job', 'java lang', 'parsed log', 'backing log', 'full log']"
1678275,"['os looper', 'tc services', 'lambda evaluate', 'evaluate task', 'stream task']"
1725596,"['info printing', 'e egl', 'egl emulation', 'emulation egl', 'reload gecko']"
1698713,"['api queue', 'com parsed', 'queue task', 'parsed log', 'java util']"
1679966,"['job id', 'id repo', 'api queue', 'status id', 'deactivate text']"
1702642,"['public logs', 'process crashed', 'test start', 'artifacts public', 'logs live']"
1700851,"['process crashed', 'post action', 'tests step', 'listener process', 'warning process']"
1680145,"['id repo', 'status current', 'repo mozilla', 'spe missing', 'live backing']"
1686865,"['unexpected fail', 'com api', 'test start', 'fail org', 'api queue']"
1711527,"['com parsed', 'test start', 'start org', 'com api', 'runs artifacts']"
1747504,"['mozilla beta', 'assert assert', 'runners statements', 'runners model', 'task info']"
1700852,"['info server', 'info crash', 'task info', 'info task', 'info test']"
1720989,"['instrumentation status', 'test instrumentation', 'composing text', 'api queue', 'events text']"
1717732,"['statements invoke', 'internal runners', 'runners statements', 'invoke task', 'central full']"
1683017,"['status code', 'api queue', 'test start', 'info took', 'job id']"
1703442,"['test adb', 'test instrumentation', 'status test', 'adb return', 'class org']"
1715879,"['test rule', 'test instrumentation', 'runners model', 'com parsed', 'api queue']"
1709965,"['fill auto', 'auto fill', 'job id', 'message id', 'org hamcrest']"
1688727,"['com parsed', 'ci tc', 'id repo', 'services com', 'status current']"
1742649,"['com api', 'com parsed', 'mozilla com', 'promise task', 'new promise']"
1677707,"['logs live', 'public logs', 'java lang', 'junit assert', 'junit rules']"
1683036,"['info took', 'took task', 'empty text', 'mozilla com', 'com api']"
1719829,"['location assets', 'html location', 'assets www', 'www inputs', 'live backing']"
1701140,"['dump filename', 'com api', 'com parsed', 'killed task', 'central full']"
1703516,"['stream task', 'parsed job', 'status stream', 'runs artifacts', 'job id']"
1742650,"['eval n', 'artifacts public', 'public logs', 'id eval', 'eval new']"
1683135,"['parsed log', 'method run', 'com parsed', 'artifacts public', 'method invoke']"
1708092,"['instrumentation class', 'comple missing', 'instrumentation current', 'instrumentation status', 'test instrumentation']"
1730354,"['com parsed', 'parsed log', 'rule child', 'test rule', 'log ci']"
1684101,"['ci tc', 'log ci', 'java lang', 'id repo', 'runs artifacts']"
1703686,"['br task', 'zip task', 'tmp tmp', 'task setting', 'web socket']"
1671278,"['pid java', 'com app', 'node builder', 'org mozilla', 'exception org']"
1634413,"['internal os', 'assert assert', 'os handler', 'rule task', 'looper loop']"
1569555,"['lambda operator', 'filename tmp', 'lambda run', 'tmp dmp', 'operator const']"
1583213,"['public logs', 'tmp task', 'thread task', 'task task', 'cpus task']"
1588238,"['public logs', 'info cpus', 'instruction pointer', 'cpus task', 'artifacts public']"
1572402,"['crash org', 'app org', 'failed task', 'info failed', 'extra task']"
1580375,"['application crashed', 'crash dump', 'minidump stack', 'start org', 'crash org']"
1564394,"['linux wed', 'wed sep', 'info linux', 'call frame', 'fp sp']"
1569346,"['start org', 'half thumb', 'lambda operator', 'id repo', 'tmp tmp']"
1569416,"['code task', 'thread task', 'crash saved', 'available task', 'saved minidump']"
1620900,"['suite end', 'mozilla detail', 'mozilla gecko', 'runs artifacts', 'artifacts public']"
1596072,"['gpu unknown', 'operating system', 'tmp tmp', 'queue runs', 'api queue']"
1415894,"['actual results', 'looks like', 'higher z', 'rendered properly', 'touch gestures']"
1633682,"['builds fetches', 'paste builds', 'process screencap', 'started process', 'copy paste']"
1607767,"['crash report', 'stack trace', 'trace java', 'looper loop', 'report bp']"
1618009,"['diagnostic assert', 'live backing', 'cpus task', 'rcx rbx', 'stepping task']"
1683402,"['system android', 'android task', 'log job', 'test adb', 'minidump stack']"
1683466,"['suite end', 'instrumentation result', 'end took', 'full log', 'end task']"
1683596,"['filename tmp', 'dump filename', 'tmp tmp', 'mozilla layers', 'artifacts public']"
1683643,"['info passed', 'info operating', 'passed task', 'info found', 'info rax']"
