Bug ID,Bigrams
572140.0,"['offline blocking', 'bundles job', 'create source', 'source bundles']"
573871.0,"['terminal freeze', 'new eclipse', 'tm terminal', 'created attachment', 'attachment tm']"
577553.0,"['last successful', 'build since', 'successful build', 'executor see']"
511005.0,[]
513421.0,"['byte tag', 'immediately abort', 'unexpected byte', 'abort transformation']"
514328.0,"['workspace location', 'default workspace', 'location without', 'workspace selection', 'sdk start']"
517433.0,"['shell etc', 'etc init', 'hudson jgit', 'completed output', 'restart hudson']"
526739.0,"['eclipse pdt', 'php files', 'opening php', 'files using', 'pdt outline']"
526986.0,"['reported defect', 'eclipse support']"
528809.0,"['authority invalid', 'created attachment', 'cert authority', 'private attackers', 'attachment browser']"
537604.0,"['blogs set', 'blogged today']"
537910.0,"['resolve module', 'ffi byref', 'arch product', 'byref version', 'linux arch']"
545514.0,"['teh web', 'pi png', 'installer pi', 'users can´t', 'eclipse pu']"
549278.0,"['created attachment', 'attachment screencast', 'parameter mining', 'mining information']"
550391.0,"['release r', 'pub eclipse', 'url pub', 'downloads release', 'r zip']"
553660.0,"['eclipse crashed', 'quite often', 'attachment err', 'created attachment', 'view changed']"
559509.0,[]
559834.0,"['returning null', 'console returning', 'system console']"
559944.0,"['protocol module', 'git simply', 'git protocol', 'protocol git', 'failing protocol']"
560515.0,['unusable slow']
563866.0,"['static methods', 'collect multimap', 'multimap string', 'com google', 'common collect']"
564308.0,['marketplace website']
565756.0,[]
567925.0,"['regular file', 'file search', 'yields matches', 'see screenshot', 'search yields']"
572240.0,"['rule could', 'could result', 'given java', 'code given', 'lines foobar']"
573145.0,"['created attachment', 'onerror alert', 'attack cheers', 'img src', 'src x']"
575141.0,"['though x', 'always though', 'eclipse crashes', 'happen always', 'dump eclipse']"
510271.0,"['provider connector', 'connector svnkit', 'team provider', 'working copy', 'copy since']"
514504.0,"['characters enabled', 'choose theme', 'see right', 'else see', 'bar dissapeared']"
517625.0,"['release retention', 'retention policy', 'milestones must', 'kept available']"
518222.0,"['frame parameters', 'official eclipse', 'full frame', 'frame request', 'low frame']"
519752.0,[]
522061.0,"['c program', 'enclosing instance', 'program files', 'created attachment', 'available due']"
525988.0,"['ant build', 'longer possible', 'docs property', 'mkdir dir', 'dir mkdir']"
526032.0,"['fatal error', 'runtime environment', 'could provide', 'following using', 'using photon']"
526690.0,"['application slow', 'created attachment', 'blocking different', 'process making', 'different process']"
531773.0,"['pull example', 'ip validation', 'pull requests', 'example pr', 'collections pull']"
531998.0,"['apache batik', 'use apache', 'currently use', 'available anymore', 'orbit build']"
535771.0,"['like saving', 'often get', 'build configuration', 'error page', 'proxy error']"
536721.0,"['proxy error', 'error reading', 'occur quite', 'server received', 'reason error']"
538602.0,"['enum issue', 'resume using', 'class contains', 'enum enum', 'indentation issue']"
540890.0,"['override public', 'somethings like', 'public int', 'return objects', 'objects hash']"
542697.0,"['org eclipse', 'eclipse help', 'log txt', 'txt going']"
543201.0,"['looks like', 'seems broken', 'machine seems', 'broken looks', 'connectivity windows']"
543254.0,[]
545915.0,"['match steps', 'hit save', 'password hit', 'address current', 'settings steps']"
547776.0,"['slow note', 'sdk windows', 'windows build']"
548315.0,"['jre javase', 'tycho ee', 'gerrit beta', 'error require', 'satisfy dependency']"
549335.0,"['mid june', 'job configuration', 'improves things', 'see whether', 'please restart']"
550472.0,"['include boost', 'unit cc', 'boost config', 'unit json', 'include home']"
551971.0,"['leak suspects', 'also leak', 'see also', 'suspects report', 'getting rendered']"
553747.0,"['java lambda', 'created attachment', 'java way', 'pre java', 'knows types']"
558046.0,"['ya une', 'il ya', 'dernière version', 'en date', 'window builder']"
559045.0,"['config git', 'git config', 'config especially']"
559176.0,"['stopped publishing', 'index html', 'archives jan', 'html dev', 'jan index']"
562689.0,"['view text', 'inspection view', 'debug view', 'view variable', 'text overlapping']"
565521.0,"['right click', 'constructed correctly', 'expected result', 'url ldap', 'ldap ldap']"
565569.0,"['thanks best', 'ci builds', 'builds could', 'would like', 'best regards']"
567376.0,"['created attachment', 'rendering goes', 'attachment screen', 'table rendering', 'recording potentially']"
568164.0,"['stack trace', 'reproduce create', 'eol foo', 'eol import', 'foo b']"
568659.0,"['table indexed', 'sur os', 'big sur', 'widget table', 'indexed based']"
570134.0,"['gpg password', 'password please', 'gpg every', 'please add', 'every time']"
572637.0,"['status status', 'status error', 'inst jre', 'message uploading', 'error message']"
572741.0,"['currently platform', 'using jetty']"
573737.0,"['days blocking', 'windows vnc']"
573979.0,"['rhel eclipse', 'window pops', 'eclipse gtk', 'os rhel', 'window unable']"
574301.0,"['styles null', 'error content', 'return null', 'null e', 'error style']"
575548.0,"['critical warnings', 'warnings assertion', 'appears also', 'resizing gtk', 'box gadget']"
577472.0,"['close see', 'preferences general', 'see color', 'another widget', 'line foreach']"
510153.0,"['misleading need', 'unit unit', 'test results', 'results labels']"
510192.0,"['operation finished', 'inputs show', 'differences inputs', 'compare inputs', 'failed operation']"
510216.0,"['base bundle', 'icu base', 'huge bundle', 'example product', 'ibm icu']"
510351.0,"['shows multiple', 'created attachment', 'news feeds', 'feeds jobs', 'multiple polling']"
510543.0,"['nls root', 'root messages', 'fix typo', 'well fix', 'js line']"
510550.0,"['main application', 'main extends', 'void main', 'looks like', 'module info']"
510787.0,"['https ps', 'ps maybe', 'eclipse org', 'permanent redirection', 'events eclipse']"
511244.0,"['map public', 'val map', 'public typedef', 'class map', 'map type']"
511470.0,"['green template', 'editor shows', 'id mid', 'mid id', 'red green']"
511532.0,"['pref dialog', 'dialog title', 'use alpha', 'title png']"
511669.0,"['node modules', 'patch programmers', 'require modules']"
511704.0,"['team activated', 'activated team', 'finds nothing']"
512015.0,"['super u', 'u list', 'comparable super', 'super comparable', 'oracle java']"
512097.0,"['crashes segmentation', 'dev mgr', 'invalid read', 'forte core', 'created attachment']"
512418.0,"['commit changes', 'reader role', 'understand reader']"
512426.0,"['existing editors', 'editors e', 'merge split', 'editor split', 'single document']"
512484.0,"['id product', 'cgi id', 'format advanced', 'query format', 'reopened classification']"
512635.0,"['similar callback', 'callback handlers', 'handlers class']"
512851.0,['problems seems']
512957.0,"['latest version', 'update felix']"
512958.0,"['update felix', 'latest version']"
513015.0,"['test takes', 'takes seconds']"
513058.0,"['typename dtype', 'dtype void', 'templates like', 'int x', 'void test']"
513104.0,"['null point', 'point originates', 'call stack', 'call getvalue', 'call line']"
513197.0,"['also happens', 'adding watch', 'yellow function', 'function block']"
513303.0,"['every texteditor', 'short cuts', 'standard browsers', 'nice feature']"
513469.0,[]
513572.0,"['use shortcuts', 'select another', 'get focus', 'another application', 'orion get']"
513639.0,"['following snippet', 'snippet gives', 'analysis public', 'println else', 'wrong positive']"
513678.0,"['void func', 'include test', 'template typename', 'cpp include', 'int b']"
513952.0,"['change ok', 'windows preferences', 'apply close', 'preferences dialog']"
514000.0,"['created attachment', 'attachment screenshot', 'release milestone', 'screenshot version', 'milestone build']"
514242.0,"['bug cgi', 'cgi id', 'junit test', 'case needs', 'test case']"
514402.0,"['attachment file', 'file new', 'attached screenshot', 'menu entries', 'created attachment']"
514589.0,"['closer look', 'mails like', 'dev html', 'html seem', 'like project']"
514657.0,"['entirely separate', 'existing handbook', 'separate handbook', 'well documented', 'various processes']"
514775.0,"['following error', 'shoot new', 'new thread', 'created attachment', 'attachment screen']"
514951.0,"['standard example', 'example class', 'class optional', 'external annotation']"
515060.0,[]
515149.0,"['diagram drag', 'drag drop', 'model explorer']"
515262.0,[]
515349.0,"['main error', 'analysis reproducable', 'break else', 'else break', 'break case']"
515463.0,"['minimal example', 'cdt false', 'returning non', 'function returning', 'example int']"
515479.0,"['org junit', 'use org', 'junit assert']"
515488.0,"['apidocs rcp', 'constructors rcp', 'calls rcp', 'models rcp', 'overrides rcp']"
515576.0,"['still using', 'prefix property', 'workflow goes', 'using ui', 'ca workflow']"
515642.0,['test test']
515845.0,"['eclipse email', 'email password', 'using either', 'eclipse username', 'username password']"
516141.0,"['please add', 'wordpress com']"
516168.0,"['f saying', 'f class', 'f public', 'function f', 'f pdt']"
516480.0,"['running following', 'following example', 'c following', 'keyboard layout', 'russian keyboard']"
516539.0,"['created attachment', 'attachment screenshot', 'screenshot see', 'see screenshot']"
516698.0,"['key documentation', 'key body', 'potentially ignoring', 'ignoring model', 'details key']"
516702.0,"['eclipse void', 'sort void', 'void list', 'collections sort', 'entries new']"
516822.0,"['created attachment', 'attachment signin', 'days ago', 'eclipse account', 'signin problem']"
516830.0,"['void run', 'run throws', 'lambda via', 'override public', 'ui system']"
516844.0,"['bug see', 'see difference', 'good reason', 'initially created']"
516942.0,"['marketplace menu', 'uss marketplace', 'release milestone', 'attachment screenshot', 'created attachment']"
516982.0,"['specification sync', 'message pref', 'execution specification', 'specification async', 'pref execution']"
517037.0,"['yet support', 'comment supporting', 'supporting annotations', 'module info', 'bug comment']"
517311.0,"['horizontal scrolling', 'finger scrolling', 'two finger', 'vertically using', 'touch gesture']"
517390.0,['dev html']
517775.0,"['rendering problem', 'attachment image', 'created attachment', 'bad rendering', 'image displaying']"
517805.0,"['via alternative', 'alternative ways', 'initial state', 'selected moved', 'moved via']"
517890.0,"['broken since', 'seem broken', 'mailing lists', 'lists seem', 'march –']"
518106.0,['tried restart']
518112.0,"['luck regards', 'without luck', 'tried restarting']"
518113.0,"['macro multi', 'multi public', 'macro empty', 'empty macro', 'main macro']"
518127.0,"['cache control', 'related responses', 'file related', 'responses especially', 'especially errors']"
518211.0,"['pointer type', 'type std', 'main std', 'foo public', 'std unique']"
518281.0,"['adding workspace', 'added external', 'gives compilation', 'automatic adding', 'workspace jar']"
518285.0,"['orm entity', 'entity orm', 'code php', 'orm mapping', 'orm orm']"
518480.0,"['formatted back', 'indented see', 'empty lines', 'lines disabled', 'function func']"
518494.0,"['created attachment', 'attachment screenshot', 'screenshot see', 'see screenshot']"
518693.0,[]
518715.0,"['function gdk', 'gdk screen', 'screen height']"
518721.0,"['function gdk', 'gdk window', 'window process']"
518722.0,"['function gdk', 'process updates', 'window process', 'gdk window']"
518872.0,['see bug']
518942.0,"['open directory', 'new directory', 'code display', 'folder directory', 'directory dialog']"
519000.0,"['respective text', 'scenarios described', 'steps keep', 'header inclusion', 'link clicking']"
519087.0,"['internal server', 'server error', 'gives internal']"
519172.0,"['surely type', 'type hierarchy', 'abort capability', 'hangs surely', 'object rather']"
519466.0,"['b login', 'login click', 'user b', 'start fresh', 'bad user']"
519676.0,"['behaves like', 'times enable', 'goes back', 'enable block', 'block selection']"
519727.0,"['editors text', 'text editors', 'editors enable', 'general editors', 'margin set']"
519939.0,"['error syntax', 'syntax error', 'compiler error', 'java project', 'valid identifier']"
520099.0,"['attached picture', 'lines see', 'vs regression', 'likely coming', 'view toolbar']"
520170.0,"['parsing failing', 'jsx parsing', 'syntax warnings', 'js file', 'js files']"
520429.0,"['created attachment', 'hidden see', 'partially hidden', 'combo box', 'see screenshot']"
520497.0,"['area expected', 'really slow', 'scenario git', 'git staging', 'staged changes']"
520631.0,"['oxygen nightly', 'must provide', 'job must', 'maven profile', 'build onto']"
520722.0,"['int double', 'tuple int', 'argument deduction', 'constructor call', 'deduction allows']"
520769.0,"['g function', 'g class', 'e g', 'function foo', 'foo function']"
520865.0,"['causes duplicate', 'persistence classes', 'duplicate files', 'builds apk', 'android builds']"
521395.0,"['still works', 'open declaration', 'declaration still']"
521440.0,['created bug']
521636.0,"['js files', 'files get', 'client js', 'files contain', 'string banner']"
521771.0,"['channel send', 'script file', 'test jobs', 'channel call', 'channel terminate']"
521782.0,"['properties view', 'model elements', 'considerable delay', 'different model']"
521801.0,"['audio tag', 'infinite loop', 'audio audio', 'audio value', 'val audio']"
522288.0,"['rap translations', 'updated rap', 'rap language', 'least german', 'add updated']"
522668.0,"['static n', 'n extends', 'n r', 'noop n', 'identity public']"
525211.0,"['files works', 'occurence bug', 'example see', 'bug javascript', 'styles example']"
525420.0,"['created attachment', 'attachment tool', 'tool bar']"
525496.0,[]
525598.0,"['errors e', 'structured bindings', 'parse c', 'c structured', 'auto x']"
525738.0,"['option store', 'parameters true', 'true parameters', 'parameter parameters', 'method parameters']"
525905.0,"['eclipse glib', 'glib gobject', 'changed delete', 'c signal', 'gobject warning']"
525993.0,"['type inference', 'extend type', 'local variables']"
526459.0,"['needed please', 'git repository', 'additional git', 'please provide']"
526461.0,"['minimum space', 'created message']"
526709.0,"['stash apply', 'appear unexpected', 'unexpected problem', 'problem create', 'problem detail']"
526714.0,"['mark occurrences', 'attachment mark', 'js project', 'project depending', 'function style']"
526807.0,[]
527168.0,"['private int', 'int n', 'private void', 'n private', 'enum constants']"
527346.0,"['bread crumb', 'created attachment', 'attachment breadcrumb', 'dark theme', 'look good']"
527377.0,"['workspace one', 'th please', 'one th']"
527427.0,"['c constexpr', 'see constexpr', 'missing support', 'statements see', 'currently missing']"
527465.0,"['big hard', 'help browser', 'using scale', 'see screenshot', 'attachment help']"
527520.0,"['use jenkins', 'jenkins instead']"
527636.0,"['non existing', 'looks like', 'user image', 'uploaded user', 'picture looks']"
527671.0,"['causes eclipse', 'tag causes', 'browser widget', 'different plug', 'javadoc containing']"
527742.0,"['put put', 'integer string', 'infer type', 'public static', 'string arraylist']"
527863.0,['simple differences']
527896.0,"['multiple marketplace', 'keeps growing', 'created attachment', 'showing multiple', 'attachment image']"
528203.0,['null form']
528394.0,['please migrate']
528447.0,"['called variable', 'destructors called', 'shown destructors', 'explicit destructors']"
528683.0,"['almost impossible', 'working almost', 'makes working']"
528814.0,"['touch features', 'serious problem', 'changed points', 'manually touch', 'feature changed']"
528865.0,"['writing objects', 'compressing objects', 'threads compressing', 'counting objects', 'done writing']"
529206.0,"['marketplace menu', 'eclipse marketplace', 'help eclipse', 'thanks yi', 'expected result']"
529215.0,"['next lines', 'indented correctly', 'c next', 'correctly e', 'php code']"
529286.0,"['entry area', 'work correctly', 'toolbar entry', 'area however', 'right click']"
529495.0,"['dark w', 'marketplace provide', 'eclipse marketplace', 'expected dark', 'provide search']"
529557.0,"['created attachment', 'attachment error']"
529561.0,"['since bugzilla', 'id order', 'list id', 'format advanced', 'longer work']"
529775.0,"['java application', 'dependencies tab', 'application launch', 'junit launch', 'launch configurations']"
530196.0,"['level properties', 'k create', 'tree table', 'k step', 'first depth']"
530289.0,"['bb c', 'tbb bb', 'nested designated', 'red underlined', 'char c']"
530386.0,"['get device', 'display get', 'gdk display']"
530435.0,"['via web', 'text permission', 'permission denied', 'restart hudson', 'web ci']"
530458.0,"['installing wtp', 'wtp smoke', 'smoke test', 'find org', 'org eclipse']"
530462.0,"['fully initially', 'visible line', 'line characters', 'shown fully', 'shows characters']"
530801.0,"['based null', 'annotation based', 'enabled annotation', 'context javadoc', 'knows nothing']"
531004.0,"['second line', 'apparently cdt', 'ss apparently', 'completion suggestions', 'auto ss']"
531269.0,"['test select', 'select windows', 'toogle full', 'full screen']"
531271.0,[]
531336.0,"['uses deprecated', 'deprecated api', 'api e', 'e g']"
531448.0,"['plugins org', 'org eclipse', 'latest build', 'compilation warnings', 'publisher dot']"
531449.0,"['dot html', 'compilation warnings', 'apt dot', 'latest build', 'plugins org']"
531835.0,"['photon photon', 'photon scheduled', 'new bundle']"
531875.0,"['last letter', 'cell padding', 'see snippet', 'properly see', 'take cell']"
531927.0,"['uses workspace', 'project created', 'workspace preferences', 'new java', 'creating new']"
531946.0,"['refactored field', 'field refactoring', 'field resulting', 'move field', 'super field']"
531954.0,[]
532245.0,"['longer delete', 'delete default', 'created attachment', 'attachment screenshot', 'default package']"
532542.0,"['examples c', 'run examples', 'automatic eclipse', 'c pull', 'ip check']"
532707.0,"['attachment tab', 'created attachment', 'button attaching', 'tab close', 'close button']"
532739.0,"['maven build', 'run maven', 'compilation failure']"
532850.0,"['new object', 'main new', 'run system', 'static void', 'r run']"
532953.0,"['interface method', 'method signature', 'assist completion', 'completion option', 'integer c']"
532960.0,"['would expect', 'read occurrence', 'xxx string', 'mark occurrences', 'type occurrences']"
533033.0,"['vi v', 'define vi', 'int vi', 'typename struct', 'template typename']"
533172.0,"['profile editor', 'validation script']"
533220.0,"['error occurred', 'internal error', 'messages java', 'text search', 'many java']"
533388.0,"['bug cgi', 'comment bug', 'cgi id', 'reference issuecomment']"
533768.0,"['annex e', 'e variants', 'verdict fail', 'prototype encode', 'encode raw']"
533806.0,"['pull without', 'invoke pull', 'result alternates', 'ok synchronized', 'head pruned']"
534112.0,['org based']
534151.0,"['looks bad', 'tree looks', 'tree item', 'item background', 'hot items']"
534375.0,"['wrong content', 'first tip']"
534841.0,"['x series', 'gtk details', 'perl module', 'dbg gtk', 'unique perl']"
535025.0,"['available height', 'vertical scrollbar', 'javascript compare', 'compare editors', 'full available']"
535173.0,"['ways ide', 'several ways', 'others ide', 'reading suggest', 'idea broken']"
535176.0,"['created attachment', 'attachment screenshot', 'screenshot see', 'see screenshot']"
535354.0,"['new milestones', 'milestones versions', 'wanted add', 'add new']"
535398.0,"['milestones using', 'using view', 'configuring bugzilla', 'longer works', 'target milestones']"
535550.0,"['page loads', 'experience severe', 'issue accessing', 'tried company', 'include timeout']"
536017.0,"['gtk shell', 'modeless window']"
536271.0,"['user scenarios', 'vice versa', 'scenarios arising', 'valid var', 'compiler support']"
536613.0,"['call stacks', 'created attachment', 'attachment diff', 'particular file', 'indexer hangs']"
536834.0,"['additional git', 'needed please', 'git repository', 'please provide']"
536835.0,"['frontend please', 'please provide']"
536836.0,"['additional git', 'git repository', 'needed please', 'please provide']"
536903.0,"['font style', 'become italic', 'character become', 'normal style', 'italic font']"
536999.0,[]
537255.0,"['plugin activator', 'exception override', 'throw new', 'override public', 'service plugin']"
537314.0,"['asm jars', 'update asm']"
537425.0,"['saturday becomes', 'monday tuesday', 'adding comments', 'friday saturday', 'comments javadoc']"
537447.0,"['names format', 'port number', 'com names', 'format com', 'strange com']"
537616.0,"['either appear', 'problems view', 'opening minimap', 'optimal opening', 'appear beside']"
537730.0,"['b object', 'x extends', 'public static', 'return b', 'constants ticked']"
537930.0,"['stdout stderr', 'fetch tags', 'code stdout', 'hudson plugins', 'git fetch']"
537935.0,"['lib docs', 'verification let', 'content type', 'type application', 'docs dev']"
538202.0,"['view right', 'right click', 'click ad', 'composite view', 'ad child']"
538369.0,['contains copyright']
538521.0,"['menu like', 'like commit', 'project make', 'contains sub', 'steps open']"
538932.0,"['element behavior', 'selected element', 'arrange selection', 'selection also']"
538970.0,"['work anymore', 'still unavailable']"
539048.0,"['last part', 'path sources', 'following order', 'app utils', 'app domain']"
539131.0,"['marketplace entry', 'p build', 'create p', 'build update', 'update marketplace']"
539136.0,['build creation']
539227.0,[]
539310.0,"['models rcp', 'overrides rcp', 'apidocs rcp', 'constructors rcp', 'description unresolved']"
539445.0,"['attachment layout', 'created attachment', 'character display', 'layout error', 'error layout']"
539531.0,"['ws api', 'jax ws', 'cd jax', 'ci instance', 'ci cd']"
539742.0,"['created attachment', 'example project', 'collection seems', 'minimal example', 'attachment minimal']"
539827.0,"['complain include', 'include memory', 'int main', 'main std', 'v derived']"
540008.0,"['working properly', 'properly umbrella', 'ip validation', 'validation bot', 'shows nothing']"
540127.0,"['bundle spy', 'spy displays', 'displays nothing', 'nothing window']"
540378.0,"['generate begin', 'todo implement', 'process todo', 'generator begin', 'begin user']"
540513.0,"['data explanation', 'message data', 'cross referenced']"
540514.0,"['reference reference', 'reference html', 'feature reference', 'machine elements', 'state machine']"
540643.0,"['makes compare', 'compare editor', 'id reverting', 'works fine', 'editor works']"
540645.0,"['server credentials', 'transaction waiting', 'rc closing', 'using server', 'jakarta transaction']"
540677.0,"['longer accept', 'accept arguments']"
540862.0,"['attachment screen', 'screen shot', 'created attachment', 'title said']"
540872.0,"['created attachment', 'attachment screenshot', 'share wizard', 'project file', 'following structure']"
540912.0,"['sometimes text', 'windows gets', 'maybe related', 'gets blurry', 'created attachment']"
541057.0,"['run cdt', 'verify job', 'job picked', 'adapter pull', 'gdb adapter']"
541147.0,"['see attachment', 'attachment unfortunately']"
541182.0,"['track infrastructure', 'top level', 'platform team', 'infrastructure issues', 'eclipse platform']"
541230.0,[]
541411.0,"['also fix', 'sev critical', 'critical severity', 'severity critical', 'keyset iterator']"
541738.0,"['instances jsonp', 'delete old', 'old instances', 'please create', 'create new']"
541869.0,"['completion completion', 'true completion', 'eclipse ide', 'eclipse workspace', 'ide trace']"
542619.0,"['string termination', 'handler cpp', 'fix one', 'additional check', 'one line']"
542670.0,"['segment based', 'model tooling', 'template model', 'view template', 'support segment']"
542726.0,"['several occasions', 'projects spring', 'spring ide', 'occasions projects', 'projects issues']"
542729.0,"['job xtext', 'git git', 'code stdout', 'eclipse job', 'plugins git']"
542821.0,"['corresponding instance', 'use jenkins', 'please create', 'us thanks', 'snapshots could']"
542897.0,"['think link', 'server error', 'many many', 'many requests']"
543118.0,['sadly time']
543230.0,"['following code', 'long foo', 'foo long', 'target exception', 'code throws']"
543253.0,[]
543306.0,['working properly']
543566.0,"['ot working', 'ctrl space', 'trigger neither', 'junit test', 'method name']"
543568.0,"['ot working', 'junit test', 'ctrl space', 'method name', 'trigger neither']"
543674.0,"['example bug', 'bug comment', 'enum switch', 'case label', 'corresponding case']"
543688.0,['release train']
543962.0,"['explorer image', 'arrows visible', 'theme triangle', 'arrow part', 'package explorer']"
543990.0,"['created attachment', 'mostly covered', 'horizontal bar', 'problems pane', 'attachment expandable']"
544256.0,"['module jp', 'module info', 'info author']"
544341.0,"['blurry image', 'calling imagedata', 'use native', 'native scaling', 'image eclipse']"
544366.0,"['background foreground', 'inactive code', 'please let', 'never finished', 'thoughts please']"
544595.0,['removals page']
544899.0,"['actually set', 'module null', 'lambda line', 'line apply', 'apply line']"
545029.0,"['eclipselink gef', 'time ago', 'validation eclipselink', 'orbit jetty', 'jetty dtp']"
554429.0,"['two connected', 'function must', 'delete incoming']"
545532.0,"['jdt core', 'javadoc generation', 'generation errors', 'core bundles', 'address javadoc']"
545534.0,"['public static', 'h static', 'static int', 'endif return', 'cpp define']"
545542.0,"['java feature', 'null jdk', 'jdk compiler', 'code without', 'void main']"
545650.0,"['update repo', 'repo url']"
545783.0,"['break default', 'switch case', 'bugs public', 'return switch', 'int foo']"
545892.0,"['swt gerrit', 'related error', 'example gerrit', 'infra related', 'jobs seem']"
545988.0,"['monday system', 'sunday system', 'add default', 'default case', 'case thursday']"
546483.0,"['warning trying', 'allocation snippet', 'current allocation', 'snapshot gtk', 'warning gtk']"
546946.0,"['open enough', 'created attachment', 'attachment screenshot', 'blurry tab', 'tab counter']"
547440.0,"['path e', 'e g', 'http error', 'started php']"
547838.0,"['account login', 'automatically also', 'build automatically', 'uploading patch', 'control instance']"
547898.0,"['imports ending', 'platform resource', 'would expect', 'goto declaration', 'declaration feature']"
547931.0,"['triggering builds', 'trigger gerrit', 'patches button', 'gerrit patches', 'gerrit contributions']"
548046.0,"['general appearance', 'cursor still', 'editable however', 'still flashes', 'description text']"
548048.0,"['occurs window', 'cursor still', 'text box', 'still flashes', 'preferences general']"
548118.0,"['capabilities page', 'occurs window', 'window preferences', 'created attachment', 'capabilities similar']"
548156.0,"['click allow', 'wiki even', 'every single', 'allow cookies', 'single page']"
548167.0,"['structured text', 'text double', 'general structured', 'color preview', 'preferences general']"
548274.0,"['java util', 'import java', 'static void', 'name private', 'new arraylist']"
548359.0,['prints sou']
548479.0,"['laptop environment', 'terminal laptop', 'environment linux', 'ubuntu theme', 'linux ubuntu']"
548480.0,"['committers version', 'gadget gtk', 'allocating gadget', 'terminal thanks', 'laptop run']"
548556.0,"['build failed', 'failed without', 'swt increment', 'without completing', 'completing swt']"
548613.0,"['bug cgi', 'see bug', 'cgi id']"
548737.0,"['clone ssh', 'etc gitconfig', 'sh clone', 'system edit', 'version usr']"
548775.0,"['resources contributing', 'commit message', 'message resources', 'validation message', 'contributing via']"
548844.0,"['sdk datetime', 'send selection', 'selection event', 'gtk eclipse', 'stretch gtk']"
549296.0,"['text editor', 'created attachment', 'attachment unreadable', 'unreadable screenshot', 'unreadable text']"
549389.0,"['struct mystruct', 'main mystruct', 'none found', 'mystruct test', 'mystruct num']"
549740.0,[]
549752.0,"['created attachment', 'completion without', 'attachment code', 'code completion', 'without break']"
549788.0,"['var x', 'g define', 'e g', 'warning try', 'unused var']"
549827.0,"['current version', 'jackson xerces', 'change request']"
549896.0,"['related api', 'deprecated since']"
549962.0,"['changes required', 'formatter changes', 'switch expressions', 'umbrella bug']"
550001.0,"['need ssh', 'update sites', 'ssh setup', 'sites thanks']"
550273.0,"['main string', 'code snippet', 'bug comment', 'self contained', 'void main']"
550282.0,"['build update', 'bug create', 'initially created', 'p build', 'update marketplace']"
550503.0,"['top level', 'level bug']"
550862.0,"['older versions', 'sure older', 'first suggestions', 'e g', 'following suggestions']"
550890.0,"['header thanks', 'table header', 'markup enabled', 'enabled function']"
550953.0,"['example c', 'please add', 'without change', 'commit hook', 'change id']"
550990.0,"['text display', 'showing text', 'java text', 'java editor', 'screenshot showing']"
551069.0,"['please replace', 'case please', 'created attachment', 'png files', 'attachment screenshot']"
551125.0,"['still seems', 'client plug', 'upcoming release']"
551207.0,"['bugzilla component', 'cgi product', 'bug cgi', 'actually exist', 'component referred']"
551326.0,"['see help', 'help search', 'search item', 'light see', 'related icon']"
551342.0,"['world code', 'helloworld binary', 'binary error', 'create pty', 'installed eclipse']"
